Time,ax_caro,ay_caro,az_caro,wx_caro,wy_caro,wz_caro,Lat_caro,Lon_caro,Alt_caro,vN_caro,vE_caro,vU_caro,d_izq_caro,d_der_caro
4.71,0.0013246224,-0.12096623,0.0038792642,-0.039100926,0.00075604324,0.003817427,47.734898,16.44095,449.71304,14.978534,-0.0009136981,-0.039609786,499.45322,496.09457
4.72,-0.004826855,-0.18170673,0.0025479714,0.06440389,0.0004662554,0.005072143,47.102867,12.58169,478.16895,15.033902,-0.0005179097,-0.0026943274,499.7346,503.369
4.73,-0.0008749243,-0.08773465,0.004279197,0.0434373,0.0011051829,0.0044463635,46.981575,12.5312195,464.0604,14.936846,-0.029569311,-0.025109455,499.4001,502.08456
4.74,0.0013808464,-0.13495693,0.0053304126,0.0327761,0.0007648616,0.008915753,47.758293,16.685205,422.42044,14.981578,-0.0028414836,0.0336037,500.60696,498.7122
4.75,-0.0034702304,0.029049344,-0.002815814,-0.0031526277,-0.0007221346,-0.0025653504,46.219048,8.362038,527.8256,14.986108,-0.0043130675,-0.0122981565,502.31015,501.75058
4.76,-0.00016472838,-0.06287417,0.008947795,0.047748454,0.0020372407,0.013440704,47.2227,15.259105,494.55896,14.982601,-0.017719397,-0.00091999606,501.335,501.15677
4.77,0.006647849,0.177489,0.009503717,0.0023176798,0.0015436123,0.013696198,47.016853,13.369814,484.34888,14.994287,-0.03484872,0.019034866,499.46887,502.6308
4.78,0.00407271,-0.034896217,-0.009421829,0.0014568212,-0.0024303696,-0.013963943,47.426666,14.0441475,454.65292,14.989621,0.008045662,0.0011382885,502.1681,500.39966
4.79,-0.000841308,-0.07678836,0.01226434,0.045480903,0.0023568065,0.01751979,47.376263,15.494446,466.69644,14.951902,0.002112245,-0.010603998,501.27173,501.67596
4.8,-0.0014017554,0.23441043,-0.010580784,0.002146689,-0.0022885462,-0.0153910965,47.717964,14.998522,454.32608,15.051382,-0.003638467,0.023058807,499.4584,502.6234
4.81,0.004527999,0.028891124,-0.002479396,-0.0007083436,-0.00058232236,-0.0030853362,47.465714,14.946966,466.0803,14.986707,0.00016919017,0.0068619377,502.37668,502.68066
4.82,0.0014769782,-0.030395623,-0.0016243015,0.04422059,-0.00036493238,-0.0023714637,47.80257,14.223036,418.86935,15.001138,0.0128648495,0.0034209664,499.56366,504.0628
4.83,0.0010683995,-0.14882076,0.0024753367,0.03102091,0.0006285303,0.0025274428,46.440456,11.307224,493.1232,15.022724,0.04373064,-0.024572738,501.72598,504.9642
4.84,-0.0012457165,-0.025220636,-0.0038515264,-0.039925586,-0.0018445468,-0.0031992742,48.319496,17.351372,398.28134,15.031991,-0.013520509,0.025587626,495.11234,497.56696
4.85,0.002571046,0.08857201,0.014074943,-0.008387361,0.0032828888,0.018730702,47.674656,16.327515,440.55096,14.970983,0.017039169,-0.045281123,506.01724,501.76297
4.86,0.0042409473,-0.15644108,-0.005785601,0.042265337,-0.0017428305,-0.0061173886,48.03945,16.318832,378.25574,14.988669,0.011932408,0.014194206,499.58868,500.88638
4.87,-0.0028775248,0.02346056,0.0021968302,0.04015076,0.00064284925,0.0038991896,47.97986,16.317862,419.28543,15.026293,-0.014042979,0.0077526737,505.92114,503.49298
4.88,-0.0023893402,-0.08104469,-0.0029991844,-0.0073315557,-0.0008861831,-0.0030814554,48.421944,18.336672,383.2717,15.00419,0.00048478096,0.0064764107,502.73242,502.64542
4.89,0.00309362,-0.034832958,-0.0026423524,0.055542935,-0.00050241937,-0.0037786013,47.61371,15.907495,458.2367,14.983702,-0.007476032,-0.0026443119,498.76733,505.1116
4.9,-0.0008567458,0.07103458,-0.0026093335,0.016096266,-0.0005403012,-0.0031216692,48.38638,17.977299,418.23605,14.969268,0.0038947137,0.0039565093,503.8782,501.4337
4.91,-0.004523199,-0.19404809,-0.0068782344,0.007614794,-0.0020686714,-0.007760206,48.34923,16.854836,392.56653,14.979136,-0.018230537,0.008047203,503.90506,497.36194
4.92,-1.3542682e-05,-0.10180476,0.003321691,0.02939413,0.00085903157,0.005387547,47.41989,13.518886,440.02603,14.98261,0.00017318323,0.026369445,498.95554,500.2047
4.93,-0.0021786783,0.09434591,-0.0009210991,0.073089,-0.00029911532,-0.0010255227,47.43511,15.069095,475.5885,14.964812,-0.015232366,0.0040428834,505.14667,501.78574
4.94,-0.0008741205,-0.09661721,0.0035520862,0.06737383,0.0012129518,0.0034094919,47.657074,15.251619,436.85876,15.028807,-0.0013195,0.011719408,503.7518,501.04324
4.95,-0.00018838921,-0.0038921465,-0.00027166816,-0.014361937,0.00037458423,0.00086090964,47.278896,13.593743,471.02722,15.029948,0.019608328,0.009532537,499.1236,501.601
4.96,0.0026506465,-0.042167194,-0.00043783092,-0.0021968356,0.00020319433,-0.0014517126,46.678406,12.387379,515.1699,15.107205,-0.038844224,0.013890395,496.62155,503.25485
4.97,0.0004915055,-0.049306102,-0.0051735975,-0.069768965,-0.0014745683,-0.0051650917,47.21139,14.112902,495.20166,15.015187,-0.0038269113,0.007521316,505.0781,502.73044
4.98,0.0003909123,-0.24840416,-0.006903219,0.04923669,-0.0016238079,-0.010506065,47.682827,15.371797,429.0523,14.985769,0.034693137,-0.0108633125,500.0326,506.81168
4.99,0.0028834357,-0.18403403,0.003204556,0.027348146,0.00093182427,0.0023014206,46.03642,8.321562,518.8716,14.933673,0.021805381,0.009490296,499.4102,505.62747
5.0,-0.0012718773,0.036067463,0.002235552,0.06609656,0.0004601805,0.0040680924,47.14958,13.459117,479.7236,15.002318,1.3980149e-05,0.00391304,501.70352,500.85608
5.01,-0.000101737096,0.117785856,0.002335436,0.0069886306,0.0007024815,0.004362286,46.632465,11.505106,501.4444,15.025495,-0.00341891,0.015903043,503.11935,499.48572
5.02,0.004621899,-0.24542408,-0.00079469266,0.018088562,-0.0004567404,-0.0011980738,47.649197,14.013211,390.61615,15.038952,0.005394963,-0.00905649,501.15836,502.88263
5.03,0.0022508688,-0.15446357,-0.009856511,0.0060776332,-0.0024174529,-0.015761372,45.934788,7.832844,566.3485,15.044612,0.031522755,0.006274333,505.07416,506.72955
5.04,0.0037392043,-0.15611002,-0.005473719,-0.0070924144,-0.0015872,-0.0075012622,48.503986,18.675564,396.549,15.028961,0.010837124,-0.015857557,502.57074,502.85938
5.05,-0.00016144774,-0.23941867,0.0047079544,-0.025497362,0.0013603551,0.0062388116,48.899662,19.189148,354.82742,15.003983,-0.0012525669,-0.01387167,503.1421,497.43857
5.06,0.005116151,-0.07330004,0.011080634,0.024122842,0.0021348554,0.012562819,46.300125,10.726792,495.0465,15.052643,-0.0011066446,-0.02483506,503.51675,498.86026
5.07,0.0018934985,0.009150796,-0.008372417,0.018566243,-0.0016780361,-0.013284013,47.373585,14.3904,471.8276,14.988745,-0.0059546884,0.015327358,500.2107,502.19016
5.08,-0.0009940059,-0.017507039,-0.0051749395,0.040614575,-0.0015538214,-0.00398071,46.568535,9.605607,505.05716,14.975211,-0.015945118,-0.021132387,498.46063,501.89246
5.09,-0.0032633028,0.067340404,-0.0027599232,0.05566086,-0.0006332383,-0.003053541,48.440784,17.338984,362.31107,14.936987,-0.010261581,-0.0017639484,506.78812,503.09818
5.1,0.006286893,0.014649712,0.0014624223,0.059630066,0.00029586605,-0.0010673106,47.97154,16.848656,404.63968,14.962671,0.0076749744,-0.006124298,500.34683,500.88303
5.11,0.004527195,-0.08616269,-0.0024089832,0.0721493,-0.0011291449,-0.005638757,46.42123,11.52677,540.5587,14.97172,0.018526424,0.011471555,501.4538,505.29675
5.12,1.0531396e-05,0.07661928,0.0031838228,0.030945605,0.000517294,0.0054050046,47.228104,13.889522,476.8289,14.995426,-0.03382353,-0.043293748,499.12906,501.93433
5.13,0.0015875765,0.08452937,-0.005379854,0.05271321,-0.0017810714,-0.005482562,47.538494,14.1545925,433.90378,15.000605,0.013575102,0.014569547,499.20248,502.30414
5.14,0.0011150404,0.014577135,-0.0017836348,0.047700807,-0.0010357385,-0.0014688873,47.333115,14.836882,488.79898,15.048722,0.014480308,-0.007896151,500.2672,502.9911
5.15,0.0032475812,-0.22505845,-0.0040545454,0.030144058,-0.0015623719,-0.006353739,49.11422,20.86819,340.96246,15.004398,0.016964551,0.011800545,502.9902,502.12125
5.16,-0.0026333707,0.12350367,-0.005745154,0.056509417,-0.001580555,-0.0052980147,47.05911,12.051325,474.6604,14.981364,-0.0028546874,0.007940531,500.0329,498.85538
5.17,-0.0014854961,-0.17115094,-0.0043667196,0.01363877,-0.0012102036,-0.006273246,47.673115,14.810095,427.46292,14.964445,0.016055163,-0.014911212,503.7337,501.70294
5.18,-0.0034977105,-0.14371814,0.00069133297,-0.014614783,-0.00012209262,0.00087071,46.799133,11.184155,511.04404,14.985511,0.00041397242,-0.010958127,503.928,502.77863
5.19,-0.0010058696,-0.051335085,0.007075582,0.030608779,0.002427388,0.00923221,46.372795,10.823116,540.4241,14.948136,-0.01723257,0.0114322435,495.82428,502.44998
5.2,-0.00023078406,0.09589751,-6.012665e-05,-0.010892365,-0.00073681923,0.0014297194,47.79512,15.469853,426.87396,14.949242,-0.018914869,0.030139253,500.04108,502.44736
5.21,-0.004904935,-0.032374766,0.0012859557,0.056477983,0.00011423717,0.002208626,46.998196,12.025102,450.8625,14.993607,0.016048925,-0.042151265,499.20444,500.7585
5.22,0.00033000752,0.049976915,0.006108334,0.06948926,0.001015828,0.007840309,47.875294,17.399,419.80618,15.020056,-0.026240496,0.026615217,503.54874,498.03638
5.23,0.005038642,-0.11739976,-0.0029955069,-0.024750087,-0.0014234,-0.003231648,49.010674,18.837273,346.07733,14.964098,-0.0063165347,-0.032392737,500.55075,503.66034
5.24,0.0070835454,-0.022943456,-0.004847495,0.044639394,-0.0010722136,-0.008326948,48.359573,18.131203,384.8134,14.9932,0.01263608,-0.0014906841,497.62872,500.2695
5.25,0.0018104922,0.18849468,0.0047194734,-0.013247538,0.00029306047,0.00666715,47.194775,13.028485,457.26025,14.927255,0.0055811536,0.00029466962,501.3449,499.2105
5.26,0.001638351,-0.0795732,0.00046463963,0.00087549153,-0.00023864886,0.0008219383,47.028038,14.31729,459.8902,14.97537,-0.0035582676,0.0067404285,500.6594,499.31454
5.27,-0.001909568,-0.0068242108,-0.009689867,0.00816119,-0.0020626192,-0.012441274,48.358265,16.208874,384.4086,14.996997,-0.009049879,0.009397515,500.33014,500.53293
5.28,1.6469974e-05,-0.14995755,0.0071211057,0.04382178,0.0014199374,0.008039147,47.58048,16.696154,457.20084,14.958291,-0.00499051,-0.031109996,503.97934,502.46768
5.29,-0.0015054729,-0.17904253,-0.006082018,0.043634452,-0.0018970321,-0.006278279,48.68905,19.775436,394.3422,15.0450325,-0.0054364162,-0.024370093,501.75284,501.63257
5.3,-0.003750249,-0.21560617,0.0065439353,0.04947816,0.0017717229,0.010492552,46.88813,12.7249155,499.0212,14.966732,0.005670221,-0.005098753,497.61835,504.39893
5.31,-0.00046722963,-0.07664369,0.0013899251,0.023542594,4.8163114e-05,0.003007616,46.714508,12.546752,519.5883,15.0163765,0.024303192,0.0057259225,502.4443,503.42603
5.32,0.00044020917,0.059043974,-1.4519319e-06,0.025078898,-9.943619e-05,0.0004644771,47.17389,15.2027855,503.00827,14.97212,-0.018602027,0.0027213972,496.8786,499.6267
5.33,0.0019070392,0.336534,0.011208188,0.06445283,0.0020538447,0.01536609,47.72943,16.22583,454.63727,14.971873,-0.004224454,-0.0043578525,501.46494,503.2531
5.34,-0.001747296,0.145483,0.0073099164,0.069491565,0.0015234936,0.013132734,46.574745,12.124907,516.2053,15.037804,0.008230902,0.008597256,504.72577,500.34637
5.35,-0.0023956108,0.05277153,0.002570731,0.04901144,0.0007677714,0.0037467913,47.46943,13.587549,418.8334,14.984405,-0.009003012,0.037430618,506.08658,497.5832
5.36,0.0038113522,0.042101324,0.0015179303,0.08056274,3.887908e-05,-5.3924974e-05,48.21835,18.956266,417.72418,15.015302,0.01552548,0.0010229559,506.19244,501.4096
5.37,0.0027682101,-0.06289535,0.017793324,-0.026649673,0.0041989097,0.023449192,47.173203,15.278328,478.9728,15.030527,0.02095429,-0.039026227,505.10928,511.45517
5.38,0.007630445,-0.0424907,0.007970269,0.008192982,0.0014952004,0.009404126,46.612064,13.314629,485.72992,15.044538,0.006794872,0.011077346,497.11288,503.2428
5.39,0.0024732358,-0.04808795,0.0047911834,-0.005692512,0.00051506027,0.0058680503,47.929924,16.233889,402.02948,14.967776,0.017567558,0.0026341414,502.55505,503.76108
5.4,0.00311215,-0.26458848,0.009622244,0.042687807,0.0016376278,0.012652403,47.705025,15.530125,423.7698,14.960931,0.022969896,-0.0100434385,502.02252,509.3757
5.41,-0.004424129,0.11013456,-0.00941175,-0.007828359,-0.0018457691,-0.010863781,46.698643,10.550386,511.09027,15.018721,0.009373142,-0.017892446,500.11255,499.862
5.42,0.002144238,-0.06695474,0.014827592,0.038422506,0.002855029,0.020440299,47.164894,14.441283,465.43,14.981707,-0.034572035,0.00087062776,503.47766,506.6941
5.43,-0.0032221465,0.20670491,0.0007773677,-0.011870611,0.00035077686,0.001883863,47.236492,13.505999,481.68408,15.022177,-0.014641555,-0.0059321653,502.19992,504.50348
5.44,0.0007520102,0.10730153,0.0034691745,-0.00026885807,0.00037842238,0.007000778,48.435722,18.598707,415.54428,15.011362,-0.0064599123,-0.020940442,502.22827,500.56985
5.45,0.0014230639,-0.24818358,0.008816567,0.05333725,0.002302555,0.010955561,46.781975,12.877175,500.33017,14.986916,0.01706117,-0.008207771,503.23187,505.7034
5.46,0.0043635997,0.0018004548,0.0005347284,-0.008646987,-0.00076195947,0.0004271362,47.251766,14.200283,466.28745,14.938093,0.0012031748,-0.0094889905,498.5617,500.86932
5.47,-0.0011729415,-0.000665747,-0.0039321105,-0.0024302213,-0.0011056678,-0.0062267645,47.24118,14.3727,504.55017,14.947807,0.0016588509,0.007909487,499.92715,503.19452
5.48,0.0017184622,-0.09247561,0.009981469,0.07692602,0.0019196811,0.012260082,47.65787,16.157774,415.1615,14.951475,-0.013938206,0.002400778,498.07166,500.98004
5.49,0.0026937807,0.20164096,0.0037901523,0.03537405,-2.3196968e-05,0.0077829715,47.6177,16.86946,443.47678,15.045393,-0.006636682,-0.030620629,497.94702,501.54776
5.5,0.0036633948,-0.05662026,0.0037134443,0.031486914,-0.0002569945,0.005531569,46.81992,12.819868,523.1689,14.955072,0.0145768365,0.031519856,498.88605,502.73517
5.51,0.0016582394,-0.095013775,-8.298375e-05,0.008596638,-3.7220103e-05,-0.00053672865,47.374557,14.278147,452.85382,14.953869,-0.009730539,-0.0073528653,500.3301,502.88394
5.52,0.0010137652,-0.22124878,-0.0030349677,-0.026418649,-0.00065127236,-0.005321244,47.152092,13.194525,491.56647,14.995813,-0.019094866,0.0024461038,506.1346,501.201
5.53,0.0033065109,-0.11261363,0.015594406,0.070301816,0.0037299087,0.02240738,45.396465,7.4115486,556.409,14.915971,-0.025367728,-0.0008072549,495.69098,501.0815
5.54,0.007727608,0.14867936,-0.002388011,0.059012722,-0.000776343,-0.0068744593,47.00625,14.946843,475.6487,14.961726,-0.011456289,-0.01157155,497.37933,501.7812
5.55,0.004343342,0.11497165,0.0070042284,0.008534618,0.001099077,0.010325175,46.847843,11.494738,475.68686,15.02925,-0.0049057514,0.014960515,494.41223,504.25888
5.56,0.00028570346,0.052551925,0.00905238,0.0027958655,0.0023975235,0.012492187,47.554646,15.338062,451.91373,15.005012,-0.017518366,0.0039202576,499.16443,501.5614
5.57,-0.0013149771,0.1769459,-0.0027565537,0.0044931034,-0.0005753884,-0.0026069868,48.20865,17.731127,432.36926,14.966127,0.020960737,-0.030771896,501.40704,503.37646
5.58,0.00013397285,-0.08066912,-0.00038823366,0.024247251,-0.00012385176,0.00050140714,47.86992,16.889164,431.878,15.048373,-0.003239839,-0.0146635845,499.2953,501.31842
5.59,0.0039676684,-0.096718565,0.0022909623,-0.0020904525,-0.00013293076,0.004865983,46.92423,12.608538,519.1805,14.935174,-0.018352212,0.0063612764,501.8919,504.39752
5.6,-0.003049588,-0.050431427,0.0029179598,-0.0060545336,0.00042910487,0.005646361,47.179424,14.288393,484.84482,15.062656,0.015996546,0.01241616,503.48074,502.3281
5.61,0.00175444,-0.15780969,0.01271457,-0.009091336,0.002709004,0.014498702,48.233917,19.099216,416.6634,15.011496,-0.009642115,0.024663871,503.94345,499.09912
5.62,0.004588339,-0.014714986,0.00702227,-0.017590132,0.0014964065,0.008245941,47.70834,16.0475,431.3262,14.994354,0.0045042695,0.014070719,501.55798,501.19684
5.63,0.00523505,-0.22528759,0.0009668231,0.03646388,4.7184818e-05,0.000969971,47.626823,16.096771,478.57516,14.999562,-0.014863854,0.012818652,497.79962,505.3108
5.64,0.0012881085,0.19118473,0.0026960718,-0.119969174,0.00020973105,0.0043482096,47.759983,17.23332,457.57034,15.010119,-0.0012066603,0.006966079,506.14832,504.2906
5.65,0.0020029056,-0.42057896,0.018867217,0.027301293,0.0045080935,0.026364379,45.465675,8.129765,583.8993,14.897748,-0.016026633,0.028440285,504.54135,501.794
5.66,0.006204064,-0.0923413,-0.0005717443,0.01578337,-0.0007449143,-0.0022705828,46.77219,13.303097,493.72192,14.97955,0.015464059,0.007566164,499.98563,503.4008
5.67,0.0013176677,-0.14316328,-0.00078945066,0.008921081,-0.0004786201,0.0010346889,47.863846,16.51293,449.51562,14.992617,-0.02080233,-0.009412448,504.39438,500.35312
5.68,0.00080128945,-0.28538224,-0.004895839,0.020505592,-0.0014716012,-0.0068059247,47.38022,13.228052,435.91763,15.017617,-0.020604918,0.013691163,500.46625,503.5307
5.69,-0.00034174987,-0.023794208,-0.0058532935,-0.016761731,-0.0018741663,-0.006541202,47.941776,15.905605,454.10513,14.931497,0.018701755,0.013924791,501.95874,501.85538
5.7,0.0028220988,-0.011099994,-0.001022192,0.022137877,-0.00024950042,-0.0019699475,47.74917,16.777906,433.81717,15.007979,0.0117848255,-0.00998589,504.91345,504.1652
5.71,0.005405709,0.08354838,-0.0025836686,-0.04134731,-0.00074184063,-0.0049113184,46.808586,12.948802,503.41162,15.00737,0.0058365846,-0.01565413,501.6911,506.7799
5.72,0.00011359458,-0.0004975203,0.0006228003,0.0047428533,0.0009307285,-0.0006766866,48.07613,17.651302,474.9619,14.994461,-0.021257674,0.014831986,499.7554,502.87415
5.73,0.0003573359,0.23925713,-0.0010776848,0.10769173,-0.00024177824,-0.0011843753,47.90306,16.529278,435.20764,15.008887,0.006443873,0.005465722,499.54584,500.93024
5.74,0.0037898426,-0.14608335,0.005075643,-0.0270111,0.0004981775,0.007709378,46.358665,12.364487,554.11664,14.975944,0.008964413,-0.0041941027,497.3536,500.77945
5.75,-0.0022366839,-0.7865744,0.012559909,0.027095301,0.0030986024,0.015609221,46.457703,10.974464,529.64417,14.9362755,0.018036343,-0.009352786,504.9243,505.49646
5.76,-0.0021028605,0.17792147,0.0017419197,0.021670826,0.0005451442,0.003727894,46.378887,10.534523,530.42444,14.997683,-0.013870192,-0.018716145,501.45975,504.62036
5.77,0.005430598,-0.19790976,0.0048649157,-0.021457322,0.00053418684,0.0055369018,47.30954,16.077423,525.1171,14.973419,-0.0073176986,0.00640311,495.42978,504.75583
5.78,0.007751516,0.13608593,-0.0006489615,0.032193817,-0.0006916417,-0.003446574,46.771023,12.11054,530.1455,15.040236,0.00635559,0.03767214,497.6311,498.45297
5.79,-0.001077252,0.13182959,-0.0018849625,0.03313006,-0.0010040407,-0.0004655238,47.2668,13.65471,481.95703,15.048554,0.020937389,0.024326997,500.52975,502.31616
5.8,0.0040425686,0.09900203,0.001460186,-0.03297771,0.00034649795,0.0015561804,47.27747,16.140936,492.79974,15.06319,0.0050902595,0.01097427,498.6996,505.08316
5.81,0.0009854769,0.15311354,0.011055096,-0.010467473,0.0020350867,0.014803694,48.66309,21.28979,359.09442,15.014092,-0.008254121,-0.011427686,505.04932,498.63965
5.82,0.002356953,-0.19860688,0.006798951,0.053633027,0.0018595641,0.0064765234,47.55283,15.8605795,434.19342,15.010359,-0.0108096395,-0.003076775,499.14825,500.96768
5.83,0.0044789333,0.05313015,0.011401348,0.059506517,0.0027019419,0.012412257,47.87054,17.863573,441.22083,14.988818,-0.0026696872,0.007863072,508.16037,503.166
5.84,0.0018430696,-0.043082274,-0.004887364,0.008817611,-0.001249285,-0.007203553,46.972435,12.41709,458.60303,15.041695,0.01442689,-0.006759874,500.61853,501.35416
5.85,0.002222134,-0.1397118,0.0034208572,0.02832138,0.0005532111,0.005123714,46.64918,11.909098,473.605,14.984451,-0.025476119,0.002156966,499.16562,501.26602
5.86,0.0022292775,0.01899258,-0.0060252124,0.020928025,-0.0019387181,-0.008620789,46.67784,11.40854,521.0628,14.919856,0.024817519,-0.0023296417,503.22058,498.99716
5.87,0.0012670938,-0.12513706,0.0029121256,0.009403537,0.00038409827,0.005301303,47.10401,14.9121,470.78122,14.982133,-0.009805092,-0.0178038,500.0387,499.84808
5.88,0.00077184057,-0.040570367,0.012392301,0.028765049,0.0024826129,0.018339446,47.719807,16.093359,435.85202,14.911533,-0.003798608,-0.00085241516,504.30975,500.5631
5.89,0.0013757984,-0.12435152,0.002892282,-0.01212661,0.00033127933,0.004342125,47.241226,15.873162,485.36038,14.957486,-0.004356968,0.022891143,499.02274,502.16177
5.9,0.0028010008,-0.07308776,0.0060258815,0.015864614,0.0014203469,0.007848801,47.896523,15.246515,405.0465,14.967368,0.021958385,0.0062780557,499.20905,499.9961
5.91,0.0026833697,0.004133723,4.9191935e-05,0.08832067,-0.00027305807,-0.001091968,48.516514,20.258524,408.46152,15.08505,-0.028663063,-0.0072262716,500.70187,500.43274
5.92,0.0012634294,-0.12189018,-0.0031875295,0.0132027995,-0.0010601028,-0.0024736295,47.57129,14.388163,449.90173,15.089583,0.016933398,0.018622454,497.47726,500.52545
5.93,0.0011462262,-0.098358236,0.0032133893,0.056688286,0.0009420768,0.0044463323,46.75419,12.100972,502.06134,14.992248,0.007502173,-0.00033975634,499.4579,503.24344
5.94,0.0010464872,0.08669868,0.012390343,0.02840028,0.0026090557,0.015006734,47.40736,14.431132,454.72235,15.070584,0.0029836628,-0.013752798,504.77896,504.63678
5.95,0.0026514444,-0.2690474,0.0071896077,0.017320674,0.0013580425,0.010027565,47.689724,16.467964,441.41757,15.020851,0.0027944564,0.031701017,500.9731,502.9321
5.96,-0.0019122673,-0.38970715,0.010210279,0.005391785,0.0021434792,0.014975192,48.02423,17.387785,437.4687,15.031629,0.010448974,-0.018667107,502.58685,505.44806
5.97,-0.0017717531,0.1352623,-0.0057997783,-0.011980202,-0.0012237382,-0.006462721,48.77001,19.032465,407.77338,15.032977,-0.014702246,0.004605378,501.67,500.44952
5.98,0.00348714,-0.057754062,-0.009496932,0.023474822,-0.0024398507,-0.012419247,48.157413,16.453121,397.93884,15.029747,-0.008243342,-0.02273155,499.3616,505.41345
5.99,0.0018517347,-0.28330743,-0.003542492,0.03828052,-0.0011254493,-0.0059366757,47.43563,14.349522,468.32742,15.005521,-0.012855549,-0.0037376706,498.87167,502.02927
6.0,0.001577684,-0.21240139,0.001182222,0.036924783,0.00090377533,6.7340676e-05,47.495342,14.895555,449.93393,14.940127,-0.017085869,-0.02411561,498.037,502.90808
6.01,0.0028358386,-0.06653585,-0.006027871,-0.031982385,-0.0013921412,-0.007828033,47.103683,12.457699,452.93872,14.975391,0.012574293,-0.019986998,497.22937,503.17114
6.02,0.0021294602,0.03595554,-0.0035285524,0.0127350325,-0.00087233115,-0.0052373796,47.8124,16.043404,434.03967,15.042084,-0.00034140033,0.017839579,503.58105,501.08658
6.03,0.004360088,0.048248135,-0.009359451,0.028876908,-0.0024299836,-0.014228173,47.151585,12.875702,477.9613,14.998556,-0.009030462,0.012493496,499.8475,500.80994
6.04,-0.0034505352,0.12158254,0.00011796632,0.08842508,0.0004141031,0.002910358,47.108517,13.399882,456.39877,15.037223,0.0018085937,0.0035958227,505.75885,500.38828
6.05,0.0014975494,0.09779321,0.005248145,0.017905002,0.0008044167,0.00864745,46.916183,11.913951,485.03372,14.951813,0.016139619,0.0017592316,495.76337,503.94156
6.06,0.001113581,-0.02187471,-0.014559385,0.026481666,-0.0034787795,-0.019706113,48.061752,16.034584,397.8036,14.989441,-0.022727577,0.009121805,498.5592,507.1168
6.07,0.004028242,-0.011493433,0.009786306,0.10355768,0.0011720206,0.014314118,47.45575,16.26056,457.83267,15.022787,-0.0045957617,-0.025994522,498.7826,503.74368
6.08,0.0010890309,-0.052496962,-0.003993145,0.05288023,-0.0010059094,-0.006045965,47.18282,13.658554,504.00745,14.968555,0.004093445,-0.018021414,500.72592,497.4224
6.09,0.0024130472,-0.035903957,0.007020045,-0.012781851,0.0010346461,0.01056141,47.687775,17.547058,498.10675,14.989591,-0.0083087785,-0.010767551,499.86948,498.59372
6.1,0.008735625,0.10274246,0.010284061,-0.025498483,0.0015261634,0.012831644,48.38762,19.318539,411.88135,15.046664,0.008687245,0.011810909,495.65912,501.42343
6.11,-0.0010197986,0.0030923556,0.0063417424,-0.011027878,0.0012069345,0.009159308,47.1954,13.523347,471.5692,15.018876,0.019507477,-8.156042e-06,500.82352,504.51163
6.12,0.002179305,-0.17153971,-0.004622575,-0.025316074,-0.0009044361,-0.007000935,47.092464,13.63984,480.1513,15.033219,-0.00056530925,-0.01219619,500.15182,504.44073
6.13,0.004599373,0.017411806,8.620706e-05,0.0631591,-0.0009062957,0.00017010723,47.431843,14.778088,468.52194,14.921361,0.0024478023,0.03558061,501.81647,502.76117
6.14,0.0061691357,-0.08088394,-0.0019955016,0.07614299,-0.0006068357,-0.0030399961,48.60413,19.95143,424.04785,15.029932,-0.03565123,0.0044921604,494.9226,506.39142
6.15,0.0011869718,-0.05687685,-7.734634e-07,0.00574576,0.00029227836,-0.00095515326,48.381744,18.315054,415.92197,14.930981,0.010068392,0.0126627665,502.64844,499.65652
6.16,0.007198926,-0.06569007,0.0023677442,0.04061137,0.00057984877,0.0012463257,46.47896,11.778442,520.4188,14.920542,0.020621262,-0.0109146675,498.4833,504.38107
6.17,0.0033286181,0.008948997,-0.0006034814,-0.03642784,-0.00015675345,-0.0013339778,47.585815,17.204855,465.75336,14.978889,-0.03171666,0.020553984,498.40048,500.43628
6.18,0.0024594853,-0.021674689,0.001492986,0.025768608,0.00023871963,0.00069751684,46.72955,11.99007,513.8986,14.983372,-0.010551284,-0.0067525376,503.7158,503.15375
6.19,0.0022896032,-0.011893306,-0.0015779168,0.06790761,-0.0008041938,-0.004313311,47.909443,16.169056,423.2869,14.994142,-0.01774368,0.021326952,501.85144,505.19733
6.2,-0.0024679168,-0.075901896,0.007163123,0.037447847,0.00089597504,0.010425402,48.46684,19.302923,404.6916,15.010836,0.019207202,-0.0068317815,504.60217,501.84555
6.21,0.003104397,0.16218661,-0.00013217982,0.02031747,-0.00061336113,-0.0002522556,48.22393,19.040438,438.81284,15.055028,0.0015695345,0.0026240966,505.22415,502.32184
6.22,0.001352471,-0.0015645701,-0.0045998455,-0.0039088484,-0.0012516425,-0.0060935426,47.90849,17.165602,443.84827,14.939992,-0.032531116,-0.005140752,497.20758,498.28436
6.23,-0.0016621698,0.23742577,-0.006749737,0.008987405,-0.0017918473,-0.008413108,48.020557,16.068417,425.26697,15.023226,-0.008344495,-0.00082287064,502.0625,499.48868
6.24,0.0056254575,-0.35813722,0.0022898873,-0.011620486,0.00045277202,0.0034827145,48.024063,16.841501,430.52927,14.9183035,0.02358465,-0.0037623614,496.03748,500.02457
6.25,0.0013367524,-0.1644274,-0.008464511,-0.031441633,-0.0014132945,-0.014033373,47.461906,13.302826,461.0728,15.074695,0.00047543898,-0.009550027,500.43494,501.7982
6.26,0.005291356,-0.11868638,0.0011260889,-0.008173021,-0.00023702334,-0.0002475339,47.754444,16.222473,440.70007,14.976505,0.01871653,-0.003416587,497.13367,504.5676
